group,id,course,semester,grade
9,222,Combat Tactics and Self-Defense,2,15.3
9,222,Combat Tactics and Self-Defense,2,14.7
9,222,Combat Tactics and Self-Defense,2,8
9,222,Combat Tactics and Self-Defense,2,7.9
9,222,Combat Tactics and Self-Defense,2,5.6
9,222,Combat Tactics and Self-Defense,2,16.1
9,222,Combat Tactics and Self-Defense,2,10.3
9,222,Community Building and Social Organization,2,13.75
9,222,Community Building and Social Organization,2,12.5
9,222,Community Building and Social Organization,2,6.5
9,222,Community Building and Social Organization,2,10.75
9,222,Community Building and Social Organization,2,16
9,222,Community Building and Social Organization,2,12.25
9,222,Community Building and Social Organization,2,11.75
9,222,Mechanical Engineering and Vehicle Repair,1,13
9,222,Mechanical Engineering and Vehicle Repair,1,16
9,222,Mechanical Engineering and Vehicle Repair,1,15
9,222,Mechanical Engineering and Vehicle Repair,1,17
9,222,Mechanical Engineering and Vehicle Repair,1,7
9,222,Mechanical Engineering and Vehicle Repair,1,9
9,222,Mechanical Engineering and Vehicle Repair,1,9
9,222,Mechanical Engineering and Vehicle Repair,1,11
9,222,Moral Philosophy and Ethical Decision-Making,2,9.5
9,222,Moral Philosophy and Ethical Decision-Making,2,12
9,222,Moral Philosophy and Ethical Decision-Making,2,10
9,222,Moral Philosophy and Ethical Decision-Making,2,12.5
9,222,Post-Apocalyptic History and Archaeology,2,9.75
9,222,Post-Apocalyptic History and Archaeology,2,8.5
9,222,Post-Apocalyptic History and Archaeology,2,9.5
9,222,Post-Apocalyptic History and Archaeology,2,9.75
9,222,Radiation Ecology and Environmental Science,1,11
9,222,Radiation Ecology and Environmental Science,1,11
9,222,Radiation Ecology and Environmental Science,1,13
9,222,Radiation Ecology and Environmental Science,1,14
9,222,Radiation Ecology and Environmental Science,1,13
9,222,Radiation Ecology and Environmental Science,1,10
9,222,Radiation Ecology and Environmental Science,1,9
9,222,Radiation Ecology and Environmental Science,1,12
9,222,Radiation Ecology and Environmental Science,1,12
9,222,Renewable Energy and Sustainable Living,1,12.5
9,222,Renewable Energy and Sustainable Living,1,9.25
9,222,Renewable Energy and Sustainable Living,1,9
9,222,Renewable Energy and Sustainable Living,1,14
9,222,Renewable Energy and Sustainable Living,1,9.5
9,222,Renewable Energy and Sustainable Living,1,12.5
9,222,Renewable Energy and Sustainable Living,1,11
9,222,Scavenging and Resource Management,2,11.5
9,222,Scavenging and Resource Management,2,14.5
9,222,Scavenging and Resource Management,2,12
9,222,Survival Skills and Wilderness Medicine,1,8
9,222,Survival Skills and Wilderness Medicine,1,5
9,222,Survival Skills and Wilderness Medicine,1,8
9,222,Survival Skills and Wilderness Medicine,1,9
9,222,Survival Skills and Wilderness Medicine,1,10
9,240,Art and Expression in a Post-Apocalyptic World,1,8.5
9,240,Art and Expression in a Post-Apocalyptic World,1,11
9,240,Art and Expression in a Post-Apocalyptic World,1,11.5
9,240,Combat Tactics and Self-Defense,2,8.6
9,240,Combat Tactics and Self-Defense,2,13
9,240,Combat Tactics and Self-Defense,2,12.8
9,240,Combat Tactics and Self-Defense,2,14.5
9,240,Combat Tactics and Self-Defense,2,10.4
9,240,Combat Tactics and Self-Defense,2,7.4
9,240,Combat Tactics and Self-Defense,2,10.7
9,240,Combat Tactics and Self-Defense,2,14.9
9,240,Combat Tactics and Self-Defense,2,15.4
9,240,Combat Tactics and Self-Defense,2,12.4
9,240,Community Building and Social Organization,2,7.75
9,240,Community Building and Social Organization,2,19.75
9,240,Community Building and Social Organization,2,12.5
9,240,Community Building and Social Organization,2,5.25
9,240,Community Building and Social Organization,2,12.25
9,240,Community Building and Social Organization,2,8.75
9,240,Community Building and Social Organization,2,7.5
9,240,Mechanical Engineering and Vehicle Repair,1,16
9,240,Mechanical Engineering and Vehicle Repair,1,14
9,240,Mechanical Engineering and Vehicle Repair,1,11
9,240,Mechanical Engineering and Vehicle Repair,1,10
9,240,Mechanical Engineering and Vehicle Repair,1,11
9,240,Mechanical Engineering and Vehicle Repair,1,11
9,240,Mechanical Engineering and Vehicle Repair,1,12
9,240,Mechanical Engineering and Vehicle Repair,1,13
9,240,Moral Philosophy and Ethical Decision-Making,2,11.5
9,240,Moral Philosophy and Ethical Decision-Making,2,10
9,240,Moral Philosophy and Ethical Decision-Making,2,10
9,240,Moral Philosophy and Ethical Decision-Making,2,13
9,240,Post-Apocalyptic History and Archaeology,2,6.75
9,240,Post-Apocalyptic History and Archaeology,2,8.25
9,240,Post-Apocalyptic History and Archaeology,2,6.25
9,240,Post-Apocalyptic History and Archaeology,2,15.5
9,240,Radiation Ecology and Environmental Science,1,10
9,240,Radiation Ecology and Environmental Science,1,10
9,240,Radiation Ecology and Environmental Science,1,12
9,240,Radiation Ecology and Environmental Science,1,13
9,240,Radiation Ecology and Environmental Science,1,13
9,240,Radiation Ecology and Environmental Science,1,14
9,240,Radiation Ecology and Environmental Science,1,12
9,240,Radiation Ecology and Environmental Science,1,13
9,240,Radiation Ecology and Environmental Science,1,9
9,240,Renewable Energy and Sustainable Living,1,19.25
9,240,Renewable Energy and Sustainable Living,1,7.5
9,240,Renewable Energy and Sustainable Living,1,16
9,240,Renewable Energy and Sustainable Living,1,9
9,240,Renewable Energy and Sustainable Living,1,15
9,240,Renewable Energy and Sustainable Living,1,9.25
9,240,Renewable Energy and Sustainable Living,1,14.75
9,240,Scavenging and Resource Management,2,13
9,240,Scavenging and Resource Management,2,10.5
9,240,Scavenging and Resource Management,2,11
9,240,Survival Skills and Wilderness Medicine,1,9
9,240,Survival Skills and Wilderness Medicine,1,10
9,240,Survival Skills and Wilderness Medicine,1,8
9,240,Survival Skills and Wilderness Medicine,1,9
9,255,Art and Expression in a Post-Apocalyptic World,1,12
9,255,Art and Expression in a Post-Apocalyptic World,1,9
9,255,Combat Tactics and Self-Defense,2,9.5
9,255,Combat Tactics and Self-Defense,2,13.2
9,255,Combat Tactics and Self-Defense,2,10.5
9,255,Combat Tactics and Self-Defense,2,10.4
9,255,Combat Tactics and Self-Defense,2,17.5
9,255,Combat Tactics and Self-Defense,2,12.9
9,255,Combat Tactics and Self-Defense,2,6.5
9,255,Combat Tactics and Self-Defense,2,10.4
9,255,Combat Tactics and Self-Defense,2,5.7
9,255,Combat Tactics and Self-Defense,2,9.4
9,255,Community Building and Social Organization,2,14.5
9,255,Community Building and Social Organization,2,7.25
9,255,Community Building and Social Organization,2,15.75
9,255,Community Building and Social Organization,2,13
9,255,Community Building and Social Organization,2,10.5
9,255,Community Building and Social Organization,2,11.25
9,255,Community Building and Social Organization,2,10.75
9,255,Mechanical Engineering and Vehicle Repair,1,9
9,255,Mechanical Engineering and Vehicle Repair,1,13
9,255,Mechanical Engineering and Vehicle Repair,1,13
9,255,Mechanical Engineering and Vehicle Repair,1,14
9,255,Mechanical Engineering and Vehicle Repair,1,8
9,255,Mechanical Engineering and Vehicle Repair,1,17
9,255,Mechanical Engineering and Vehicle Repair,1,12
9,255,Mechanical Engineering and Vehicle Repair,1,13
9,255,Moral Philosophy and Ethical Decision-Making,2,10
9,255,Moral Philosophy and Ethical Decision-Making,2,12.5
9,255,Moral Philosophy and Ethical Decision-Making,2,11
9,255,Moral Philosophy and Ethical Decision-Making,2,9.5
9,255,Post-Apocalyptic History and Archaeology,2,10
9,255,Post-Apocalyptic History and Archaeology,2,13.75
9,255,Post-Apocalyptic History and Archaeology,2,6.25
9,255,Post-Apocalyptic History and Archaeology,2,11.75
9,255,Radiation Ecology and Environmental Science,1,10
9,255,Radiation Ecology and Environmental Science,1,11
9,255,Radiation Ecology and Environmental Science,1,13
9,255,Radiation Ecology and Environmental Science,1,12
9,255,Radiation Ecology and Environmental Science,1,11
9,255,Radiation Ecology and Environmental Science,1,11
9,255,Radiation Ecology and Environmental Science,1,12
9,255,Radiation Ecology and Environmental Science,1,16
9,255,Renewable Energy and Sustainable Living,1,13.5
9,255,Renewable Energy and Sustainable Living,1,12.25
9,255,Renewable Energy and Sustainable Living,1,5.25
9,255,Renewable Energy and Sustainable Living,1,14.25
9,255,Renewable Energy and Sustainable Living,1,8.25
9,255,Renewable Energy and Sustainable Living,1,11
9,255,Renewable Energy and Sustainable Living,1,10.5
9,255,Scavenging and Resource Management,2,13.5
9,255,Scavenging and Resource Management,2,8.5
9,255,Scavenging and Resource Management,2,15.5
9,255,Survival Skills and Wilderness Medicine,1,7
9,255,Survival Skills and Wilderness Medicine,1,8
9,255,Survival Skills and Wilderness Medicine,1,8
9,255,Survival Skills and Wilderness Medicine,1,9
9,255,Survival Skills and Wilderness Medicine,1,9
9,294,Art and Expression in a Post-Apocalyptic World,1,14
9,294,Art and Expression in a Post-Apocalyptic World,1,11.5
9,294,Art and Expression in a Post-Apocalyptic World,1,12
9,294,Combat Tactics and Self-Defense,2,14.4
9,294,Combat Tactics and Self-Defense,2,10.6
9,294,Combat Tactics and Self-Defense,2,15.8
9,294,Combat Tactics and Self-Defense,2,5.9
9,294,Combat Tactics and Self-Defense,2,12.2
9,294,Combat Tactics and Self-Defense,2,14.5
9,294,Combat Tactics and Self-Defense,2,6.9
9,294,Combat Tactics and Self-Defense,2,12
9,294,Combat Tactics and Self-Defense,2,11.7
9,294,Combat Tactics and Self-Defense,2,6
9,294,Community Building and Social Organization,2,10
9,294,Community Building and Social Organization,2,10.25
9,294,Community Building and Social Organization,2,8
9,294,Community Building and Social Organization,2,9.25
9,294,Community Building and Social Organization,2,7
9,294,Community Building and Social Organization,2,13.25
9,294,Community Building and Social Organization,2,6.75
9,294,Mechanical Engineering and Vehicle Repair,1,14
9,294,Mechanical Engineering and Vehicle Repair,1,16
9,294,Mechanical Engineering and Vehicle Repair,1,13
9,294,Mechanical Engineering and Vehicle Repair,1,9
9,294,Mechanical Engineering and Vehicle Repair,1,7
9,294,Mechanical Engineering and Vehicle Repair,1,15
9,294,Mechanical Engineering and Vehicle Repair,1,19
9,294,Mechanical Engineering and Vehicle Repair,1,10
9,294,Moral Philosophy and Ethical Decision-Making,2,12.5
9,294,Moral Philosophy and Ethical Decision-Making,2,12
9,294,Moral Philosophy and Ethical Decision-Making,2,9.5
9,294,Moral Philosophy and Ethical Decision-Making,2,9.5
9,294,Post-Apocalyptic History and Archaeology,2,7
9,294,Post-Apocalyptic History and Archaeology,2,10.5
9,294,Post-Apocalyptic History and Archaeology,2,6
9,294,Post-Apocalyptic History and Archaeology,2,10
9,294,Radiation Ecology and Environmental Science,1,10
9,294,Radiation Ecology and Environmental Science,1,12
9,294,Radiation Ecology and Environmental Science,1,13
9,294,Radiation Ecology and Environmental Science,1,9
9,294,Radiation Ecology and Environmental Science,1,11
9,294,Radiation Ecology and Environmental Science,1,11
9,294,Radiation Ecology and Environmental Science,1,9
9,294,Radiation Ecology and Environmental Science,1,12
9,294,Renewable Energy and Sustainable Living,1,16
9,294,Renewable Energy and Sustainable Living,1,12.5
9,294,Renewable Energy and Sustainable Living,1,13
9,294,Renewable Energy and Sustainable Living,1,8
9,294,Renewable Energy and Sustainable Living,1,9.25
9,294,Renewable Energy and Sustainable Living,1,15
9,294,Renewable Energy and Sustainable Living,1,18.75
9,294,Scavenging and Resource Management,2,10.5
9,294,Scavenging and Resource Management,2,15
9,294,Scavenging and Resource Management,2,10.5
9,294,Survival Skills and Wilderness Medicine,1,9
9,294,Survival Skills and Wilderness Medicine,1,5
9,294,Survival Skills and Wilderness Medicine,1,10
9,294,Survival Skills and Wilderness Medicine,1,10
9,313,Art and Expression in a Post-Apocalyptic World,1,13.5
9,313,Art and Expression in a Post-Apocalyptic World,1,18
9,313,Art and Expression in a Post-Apocalyptic World,1,13
9,313,Combat Tactics and Self-Defense,2,10.6
9,313,Combat Tactics and Self-Defense,2,12.2
9,313,Combat Tactics and Self-Defense,2,12.2
9,313,Combat Tactics and Self-Defense,2,11
9,313,Combat Tactics and Self-Defense,2,11.7
9,313,Combat Tactics and Self-Defense,2,6.2
9,313,Combat Tactics and Self-Defense,2,9.8
9,313,Combat Tactics and Self-Defense,2,8
9,313,Combat Tactics and Self-Defense,2,7.1
9,313,Combat Tactics and Self-Defense,2,8
9,313,Community Building and Social Organization,2,6.25
9,313,Community Building and Social Organization,2,11.75
9,313,Community Building and Social Organization,2,11
9,313,Community Building and Social Organization,2,13.5
9,313,Community Building and Social Organization,2,8
9,313,Community Building and Social Organization,2,12.5
9,313,Community Building and Social Organization,2,12.25
9,313,Mechanical Engineering and Vehicle Repair,1,8
9,313,Mechanical Engineering and Vehicle Repair,1,12
9,313,Mechanical Engineering and Vehicle Repair,1,16
9,313,Mechanical Engineering and Vehicle Repair,1,15
9,313,Mechanical Engineering and Vehicle Repair,1,10
9,313,Mechanical Engineering and Vehicle Repair,1,13
9,313,Mechanical Engineering and Vehicle Repair,1,15
9,313,Mechanical Engineering and Vehicle Repair,1,8
9,313,Moral Philosophy and Ethical Decision-Making,2,11
9,313,Moral Philosophy and Ethical Decision-Making,2,11.5
9,313,Moral Philosophy and Ethical Decision-Making,2,9
9,313,Moral Philosophy and Ethical Decision-Making,2,12
9,313,Post-Apocalyptic History and Archaeology,2,9.75
9,313,Post-Apocalyptic History and Archaeology,2,9
9,313,Post-Apocalyptic History and Archaeology,2,7.75
9,313,Post-Apocalyptic History and Archaeology,2,11
9,313,Radiation Ecology and Environmental Science,1,10
9,313,Radiation Ecology and Environmental Science,1,12
9,313,Radiation Ecology and Environmental Science,1,10
9,313,Radiation Ecology and Environmental Science,1,10
9,313,Radiation Ecology and Environmental Science,1,11
9,313,Radiation Ecology and Environmental Science,1,12
9,313,Radiation Ecology and Environmental Science,1,11
9,313,Radiation Ecology and Environmental Science,1,12
9,313,Radiation Ecology and Environmental Science,1,9
9,313,Renewable Energy and Sustainable Living,1,8.75
9,313,Renewable Energy and Sustainable Living,1,10.75
9,313,Renewable Energy and Sustainable Living,1,15.5
9,313,Renewable Energy and Sustainable Living,1,14.25
9,313,Renewable Energy and Sustainable Living,1,10
9,313,Renewable Energy and Sustainable Living,1,11
9,313,Scavenging and Resource Management,2,14.5
9,313,Scavenging and Resource Management,2,9.5
9,313,Scavenging and Resource Management,2,12.5
9,313,Survival Skills and Wilderness Medicine,1,12
9,313,Survival Skills and Wilderness Medicine,1,5
9,313,Survival Skills and Wilderness Medicine,1,9
9,313,Survival Skills and Wilderness Medicine,1,8
9,313,Survival Skills and Wilderness Medicine,1,6
9,344,Art and Expression in a Post-Apocalyptic World,1,11.5
9,344,Art and Expression in a Post-Apocalyptic World,1,7
9,344,Art and Expression in a Post-Apocalyptic World,1,13
9,344,Combat Tactics and Self-Defense,2,13.8
9,344,Combat Tactics and Self-Defense,2,17.5
9,344,Combat Tactics and Self-Defense,2,13.7
9,344,Combat Tactics and Self-Defense,2,9.1
9,344,Combat Tactics and Self-Defense,2,15.9
9,344,Combat Tactics and Self-Defense,2,14.2
9,344,Combat Tactics and Self-Defense,2,9.4
9,344,Combat Tactics and Self-Defense,2,12.3
9,344,Combat Tactics and Self-Defense,2,11.8
9,344,Combat Tactics and Self-Defense,2,11.3
9,344,Community Building and Social Organization,2,11.5
9,344,Community Building and Social Organization,2,9.5
9,344,Community Building and Social Organization,2,9
9,344,Community Building and Social Organization,2,13.25
9,344,Community Building and Social Organization,2,11.5
9,344,Community Building and Social Organization,2,10.5
9,344,Community Building and Social Organization,2,13
9,344,Mechanical Engineering and Vehicle Repair,1,12
9,344,Mechanical Engineering and Vehicle Repair,1,15
9,344,Mechanical Engineering and Vehicle Repair,1,11
9,344,Mechanical Engineering and Vehicle Repair,1,6
9,344,Mechanical Engineering and Vehicle Repair,1,11
9,344,Mechanical Engineering and Vehicle Repair,1,17
9,344,Mechanical Engineering and Vehicle Repair,1,16
9,344,Moral Philosophy and Ethical Decision-Making,2,12.5
9,344,Moral Philosophy and Ethical Decision-Making,2,10.5
9,344,Moral Philosophy and Ethical Decision-Making,2,13
9,344,Moral Philosophy and Ethical Decision-Making,2,9
9,344,Post-Apocalyptic History and Archaeology,2,9
9,344,Post-Apocalyptic History and Archaeology,2,9.75
9,344,Post-Apocalyptic History and Archaeology,2,9.25
9,344,Post-Apocalyptic History and Archaeology,2,7.25
9,344,Radiation Ecology and Environmental Science,1,12
9,344,Radiation Ecology and Environmental Science,1,11
9,344,Radiation Ecology and Environmental Science,1,13
9,344,Radiation Ecology and Environmental Science,1,14
9,344,Radiation Ecology and Environmental Science,1,11
9,344,Radiation Ecology and Environmental Science,1,12
9,344,Radiation Ecology and Environmental Science,1,14
9,344,Radiation Ecology and Environmental Science,1,12
9,344,Radiation Ecology and Environmental Science,1,11
9,344,Renewable Energy and Sustainable Living,1,16
9,344,Renewable Energy and Sustainable Living,1,12.75
9,344,Renewable Energy and Sustainable Living,1,12
9,344,Renewable Energy and Sustainable Living,1,8.75
9,344,Renewable Energy and Sustainable Living,1,8.25
9,344,Renewable Energy and Sustainable Living,1,14.5
9,344,Renewable Energy and Sustainable Living,1,16
9,344,Scavenging and Resource Management,2,12
9,344,Scavenging and Resource Management,2,15
9,344,Scavenging and Resource Management,2,12.5
9,344,Survival Skills and Wilderness Medicine,1,11
9,344,Survival Skills and Wilderness Medicine,1,10
9,344,Survival Skills and Wilderness Medicine,1,9
9,344,Survival Skills and Wilderness Medicine,1,8
9,344,Survival Skills and Wilderness Medicine,1,8
9,348,Art and Expression in a Post-Apocalyptic World,1,13.5
9,348,Art and Expression in a Post-Apocalyptic World,1,10
9,348,Art and Expression in a Post-Apocalyptic World,1,8
9,348,Combat Tactics and Self-Defense,2,9.8
9,348,Combat Tactics and Self-Defense,2,12.6
9,348,Combat Tactics and Self-Defense,2,10.2
9,348,Combat Tactics and Self-Defense,2,12.6
9,348,Combat Tactics and Self-Defense,2,13.5
9,348,Combat Tactics and Self-Defense,2,13.9
9,348,Combat Tactics and Self-Defense,2,11.9
9,348,Combat Tactics and Self-Defense,2,6.8
9,348,Combat Tactics and Self-Defense,2,9
9,348,Combat Tactics and Self-Defense,2,10.3
9,348,Community Building and Social Organization,2,8.5
9,348,Community Building and Social Organization,2,12.75
9,348,Community Building and Social Organization,2,4.5
9,348,Community Building and Social Organization,2,11.25
9,348,Community Building and Social Organization,2,11
9,348,Community Building and Social Organization,2,10.5
9,348,Community Building and Social Organization,2,13.75
9,348,Mechanical Engineering and Vehicle Repair,1,13
9,348,Mechanical Engineering and Vehicle Repair,1,9
9,348,Mechanical Engineering and Vehicle Repair,1,13
9,348,Mechanical Engineering and Vehicle Repair,1,8
9,348,Mechanical Engineering and Vehicle Repair,1,12
9,348,Mechanical Engineering and Vehicle Repair,1,9
9,348,Mechanical Engineering and Vehicle Repair,1,10
9,348,Mechanical Engineering and Vehicle Repair,1,14
9,348,Moral Philosophy and Ethical Decision-Making,2,11.5
9,348,Moral Philosophy and Ethical Decision-Making,2,12
9,348,Moral Philosophy and Ethical Decision-Making,2,11.5
9,348,Moral Philosophy and Ethical Decision-Making,2,11.5
9,348,Post-Apocalyptic History and Archaeology,2,10.25
9,348,Post-Apocalyptic History and Archaeology,2,9.5
9,348,Post-Apocalyptic History and Archaeology,2,10.5
9,348,Radiation Ecology and Environmental Science,1,11
9,348,Radiation Ecology and Environmental Science,1,11
9,348,Radiation Ecology and Environmental Science,1,12
9,348,Radiation Ecology and Environmental Science,1,8
9,348,Radiation Ecology and Environmental Science,1,15
9,348,Radiation Ecology and Environmental Science,1,10
9,348,Radiation Ecology and Environmental Science,1,13
9,348,Radiation Ecology and Environmental Science,1,11
9,348,Radiation Ecology and Environmental Science,1,13
9,348,Renewable Energy and Sustainable Living,1,14
9,348,Renewable Energy and Sustainable Living,1,7.25
9,348,Renewable Energy and Sustainable Living,1,11.5
9,348,Renewable Energy and Sustainable Living,1,13.75
9,348,Renewable Energy and Sustainable Living,1,13
9,348,Renewable Energy and Sustainable Living,1,8.5
9,348,Renewable Energy and Sustainable Living,1,15
9,348,Scavenging and Resource Management,2,10
9,348,Scavenging and Resource Management,2,11
9,348,Scavenging and Resource Management,2,14.5
9,348,Survival Skills and Wilderness Medicine,1,11
9,348,Survival Skills and Wilderness Medicine,1,13
9,348,Survival Skills and Wilderness Medicine,1,11
9,348,Survival Skills and Wilderness Medicine,1,7
9,348,Survival Skills and Wilderness Medicine,1,9
9,367,Art and Expression in a Post-Apocalyptic World,1,13
9,367,Art and Expression in a Post-Apocalyptic World,1,16
9,367,Art and Expression in a Post-Apocalyptic World,1,14.5
9,367,Combat Tactics and Self-Defense,2,12.3
9,367,Combat Tactics and Self-Defense,2,8.3
9,367,Combat Tactics and Self-Defense,2,15.4
9,367,Combat Tactics and Self-Defense,2,12.5
9,367,Combat Tactics and Self-Defense,2,13.6
9,367,Combat Tactics and Self-Defense,2,10.9
9,367,Combat Tactics and Self-Defense,2,10.7
9,367,Combat Tactics and Self-Defense,2,11.7
9,367,Combat Tactics and Self-Defense,2,7.4
9,367,Combat Tactics and Self-Defense,2,8.8
9,367,Community Building and Social Organization,2,10.25
9,367,Community Building and Social Organization,2,12.25
9,367,Community Building and Social Organization,2,13
9,367,Community Building and Social Organization,2,15.25
9,367,Community Building and Social Organization,2,9.75
9,367,Community Building and Social Organization,2,10.25
9,367,Community Building and Social Organization,2,13.75
9,367,Mechanical Engineering and Vehicle Repair,1,13
9,367,Mechanical Engineering and Vehicle Repair,1,15
9,367,Mechanical Engineering and Vehicle Repair,1,12
9,367,Mechanical Engineering and Vehicle Repair,1,16
9,367,Mechanical Engineering and Vehicle Repair,1,13
9,367,Mechanical Engineering and Vehicle Repair,1,13
9,367,Mechanical Engineering and Vehicle Repair,1,16
9,367,Mechanical Engineering and Vehicle Repair,1,11
9,367,Moral Philosophy and Ethical Decision-Making,2,13
9,367,Moral Philosophy and Ethical Decision-Making,2,12.5
9,367,Moral Philosophy and Ethical Decision-Making,2,11
9,367,Moral Philosophy and Ethical Decision-Making,2,12.5
9,367,Post-Apocalyptic History and Archaeology,2,5.25
9,367,Post-Apocalyptic History and Archaeology,2,13
9,367,Post-Apocalyptic History and Archaeology,2,9
9,367,Post-Apocalyptic History and Archaeology,2,10.75
9,367,Radiation Ecology and Environmental Science,1,12
9,367,Radiation Ecology and Environmental Science,1,12
9,367,Radiation Ecology and Environmental Science,1,10
9,367,Radiation Ecology and Environmental Science,1,12
9,367,Radiation Ecology and Environmental Science,1,11
9,367,Radiation Ecology and Environmental Science,1,13
9,367,Radiation Ecology and Environmental Science,1,11
9,367,Radiation Ecology and Environmental Science,1,13
9,367,Radiation Ecology and Environmental Science,1,12
9,367,Renewable Energy and Sustainable Living,1,15.5
9,367,Renewable Energy and Sustainable Living,1,14.25
9,367,Renewable Energy and Sustainable Living,1,11.75
9,367,Renewable Energy and Sustainable Living,1,10.75
9,367,Renewable Energy and Sustainable Living,1,13.5
9,367,Renewable Energy and Sustainable Living,1,16.5
9,367,Renewable Energy and Sustainable Living,1,20
9,367,Scavenging and Resource Management,2,18
9,367,Scavenging and Resource Management,2,12.5
9,367,Scavenging and Resource Management,2,7.5
9,367,Survival Skills and Wilderness Medicine,1,10
9,367,Survival Skills and Wilderness Medicine,1,10
9,367,Survival Skills and Wilderness Medicine,1,11
9,367,Survival Skills and Wilderness Medicine,1,9
9,367,Survival Skills and Wilderness Medicine,1,7
9,369,Art and Expression in a Post-Apocalyptic World,1,8
9,369,Art and Expression in a Post-Apocalyptic World,1,14.5
9,369,Art and Expression in a Post-Apocalyptic World,1,13.5
9,369,Combat Tactics and Self-Defense,2,15.6
9,369,Combat Tactics and Self-Defense,2,6.6
9,369,Combat Tactics and Self-Defense,2,8.4
9,369,Combat Tactics and Self-Defense,2,15
9,369,Combat Tactics and Self-Defense,2,10
9,369,Combat Tactics and Self-Defense,2,7
9,369,Combat Tactics and Self-Defense,2,7
9,369,Combat Tactics and Self-Defense,2,13.9
9,369,Combat Tactics and Self-Defense,2,10.4
9,369,Community Building and Social Organization,2,13.75
9,369,Community Building and Social Organization,2,10.5
9,369,Community Building and Social Organization,2,12.75
9,369,Community Building and Social Organization,2,11
9,369,Community Building and Social Organization,2,7
9,369,Community Building and Social Organization,2,10.25
9,369,Community Building and Social Organization,2,7
9,369,Mechanical Engineering and Vehicle Repair,1,20
9,369,Mechanical Engineering and Vehicle Repair,1,15
9,369,Mechanical Engineering and Vehicle Repair,1,10
9,369,Mechanical Engineering and Vehicle Repair,1,13
9,369,Mechanical Engineering and Vehicle Repair,1,14
9,369,Mechanical Engineering and Vehicle Repair,1,11
9,369,Mechanical Engineering and Vehicle Repair,1,12
9,369,Mechanical Engineering and Vehicle Repair,1,11
9,369,Moral Philosophy and Ethical Decision-Making,2,12.5
9,369,Moral Philosophy and Ethical Decision-Making,2,11
9,369,Post-Apocalyptic History and Archaeology,2,11.25
9,369,Post-Apocalyptic History and Archaeology,2,11.5
9,369,Post-Apocalyptic History and Archaeology,2,6.75
9,369,Post-Apocalyptic History and Archaeology,2,13
9,369,Radiation Ecology and Environmental Science,1,14
9,369,Radiation Ecology and Environmental Science,1,13
9,369,Radiation Ecology and Environmental Science,1,14
9,369,Radiation Ecology and Environmental Science,1,11
9,369,Radiation Ecology and Environmental Science,1,11
9,369,Radiation Ecology and Environmental Science,1,12
9,369,Radiation Ecology and Environmental Science,1,8
9,369,Radiation Ecology and Environmental Science,1,11
9,369,Radiation Ecology and Environmental Science,1,11
9,369,Renewable Energy and Sustainable Living,1,11.5
9,369,Renewable Energy and Sustainable Living,1,8.75
9,369,Renewable Energy and Sustainable Living,1,15.5
9,369,Renewable Energy and Sustainable Living,1,8
9,369,Renewable Energy and Sustainable Living,1,9.5
9,369,Renewable Energy and Sustainable Living,1,13.75
9,369,Renewable Energy and Sustainable Living,1,16.5
9,369,Scavenging and Resource Management,2,15.5
9,369,Scavenging and Resource Management,2,14
9,369,Scavenging and Resource Management,2,9.5
9,369,Survival Skills and Wilderness Medicine,1,9
9,369,Survival Skills and Wilderness Medicine,1,8
9,369,Survival Skills and Wilderness Medicine,1,12
9,369,Survival Skills and Wilderness Medicine,1,8
9,369,Survival Skills and Wilderness Medicine,1,9
9,375,Art and Expression in a Post-Apocalyptic World,1,12
9,375,Art and Expression in a Post-Apocalyptic World,1,13
9,375,Art and Expression in a Post-Apocalyptic World,1,15.5
9,375,Combat Tactics and Self-Defense,2,11.2
9,375,Combat Tactics and Self-Defense,2,11.2
9,375,Combat Tactics and Self-Defense,2,12.4
9,375,Combat Tactics and Self-Defense,2,11.1
9,375,Combat Tactics and Self-Defense,2,6.4
9,375,Combat Tactics and Self-Defense,2,7.5
9,375,Combat Tactics and Self-Defense,2,10.3
9,375,Combat Tactics and Self-Defense,2,11.4
9,375,Combat Tactics and Self-Defense,2,9.6
9,375,Combat Tactics and Self-Defense,2,11.6
9,375,Community Building and Social Organization,2,10
9,375,Community Building and Social Organization,2,9
9,375,Community Building and Social Organization,2,11.25
9,375,Community Building and Social Organization,2,12.5
9,375,Community Building and Social Organization,2,12.25
9,375,Community Building and Social Organization,2,9.5
9,375,Community Building and Social Organization,2,11.75
9,375,Mechanical Engineering and Vehicle Repair,1,12
9,375,Mechanical Engineering and Vehicle Repair,1,16
9,375,Mechanical Engineering and Vehicle Repair,1,11
9,375,Mechanical Engineering and Vehicle Repair,1,10
9,375,Mechanical Engineering and Vehicle Repair,1,9
9,375,Mechanical Engineering and Vehicle Repair,1,13
9,375,Mechanical Engineering and Vehicle Repair,1,10
9,375,Mechanical Engineering and Vehicle Repair,1,10
9,375,Moral Philosophy and Ethical Decision-Making,2,8
9,375,Moral Philosophy and Ethical Decision-Making,2,9
9,375,Moral Philosophy and Ethical Decision-Making,2,11
9,375,Moral Philosophy and Ethical Decision-Making,2,9.5
9,375,Post-Apocalyptic History and Archaeology,2,4.25
9,375,Post-Apocalyptic History and Archaeology,2,4.5
9,375,Post-Apocalyptic History and Archaeology,2,5.5
9,375,Post-Apocalyptic History and Archaeology,2,7.5
